date,lat,lon,accumswe_daily
1980-10-14T12:00:00Z,44.59644457,-110.5471962,4.5
1980-10-15T12:00:00Z,44.59644457,-110.5471962,8.4
1980-10-16T12:00:00Z,44.59644457,-110.5471962,9.8
1980-10-17T12:00:00Z,44.59644457,-110.5471962,10.4
1980-10-18T12:00:00Z,44.59644457,-110.5471962,11.9
1980-10-19T12:00:00Z,44.59644457,-110.5471962,4.9
1980-10-20T12:00:00Z,44.59644457,-110.5471962,0
1980-10-21T12:00:00Z,44.59644457,-110.5471962,0.5
1980-10-22T12:00:00Z,44.59644457,-110.5471962,1.4
1980-10-23T12:00:00Z,44.59644457,-110.5471962,1.4
1980-10-24T12:00:00Z,44.59644457,-110.5471962,1.4
1980-10-25T12:00:00Z,44.59644457,-110.5471962,0
1980-10-26T12:00:00Z,44.59644457,-110.5471962,0.3
1980-10-27T12:00:00Z,44.59644457,-110.5471962,0.3
1980-10-28T12:00:00Z,44.59644457,-110.5471962,0.3
1980-10-29T12:00:00Z,44.59644457,-110.5471962,0.3
1980-10-30T12:00:00Z,44.59644457,-110.5471962,0
1980-10-31T12:00:00Z,44.59644457,-110.5471962,0
1980-11-01T12:00:00Z,44.59644457,-110.5471962,0
1980-11-02T12:00:00Z,44.59644457,-110.5471962,0
1980-11-03T12:00:00Z,44.59644457,-110.5471962,0
1980-11-04T12:00:00Z,44.59644457,-110.5471962,0
1980-11-05T12:00:00Z,44.59644457,-110.5471962,0
1980-11-06T12:00:00Z,44.59644457,-110.5471962,0.2
1980-11-07T12:00:00Z,44.59644457,-110.5471962,2.3
1980-11-08T12:00:00Z,44.59644457,-110.5471962,5.1
1980-11-09T12:00:00Z,44.59644457,-110.5471962,14
1980-11-10T12:00:00Z,44.59644457,-110.5471962,15.3
1980-11-11T12:00:00Z,44.59644457,-110.5471962,10.5
1980-11-12T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-13T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-14T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-15T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-16T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-17T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-18T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-19T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-20T12:00:00Z,44.59644457,-110.5471962,17.8
1980-11-21T12:00:00Z,44.59644457,-110.5471962,19.1
1980-11-22T12:00:00Z,44.59644457,-110.5471962,20.3
1980-11-23T12:00:00Z,44.59644457,-110.5471962,20.3
1980-11-24T12:00:00Z,44.59644457,-110.5471962,20.3
1980-11-25T12:00:00Z,44.59644457,-110.5471962,20.6
1980-11-26T12:00:00Z,44.59644457,-110.5471962,21.4
1980-11-27T12:00:00Z,44.59644457,-110.5471962,21.4
1980-11-28T12:00:00Z,44.59644457,-110.5471962,21.4
1980-11-29T12:00:00Z,44.59644457,-110.5471962,24
1980-11-30T12:00:00Z,44.59644457,-110.5471962,30.8
1980-12-01T12:00:00Z,44.59644457,-110.5471962,39.6
1980-12-02T12:00:00Z,44.59644457,-110.5471962,69.2
1980-12-03T12:00:00Z,44.59644457,-110.5471962,76.1
1980-12-04T12:00:00Z,44.59644457,-110.5471962,85
1980-12-05T12:00:00Z,44.59644457,-110.5471962,85
1980-12-06T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-07T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-08T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-09T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-10T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-11T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-12T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-13T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-14T12:00:00Z,44.59644457,-110.5471962,87.2
1980-12-15T12:00:00Z,44.59644457,-110.5471962,88.3
1980-12-16T12:00:00Z,44.59644457,-110.5471962,88.7
1980-12-17T12:00:00Z,44.59644457,-110.5471962,88.7
1980-12-18T12:00:00Z,44.59644457,-110.5471962,88.7
1980-12-19T12:00:00Z,44.59644457,-110.5471962,88.7
1980-12-20T12:00:00Z,44.59644457,-110.5471962,93.7
1980-12-21T12:00:00Z,44.59644457,-110.5471962,98.7
1980-12-22T12:00:00Z,44.59644457,-110.5471962,113.2
1980-12-23T12:00:00Z,44.59644457,-110.5471962,113.2
1980-12-24T12:00:00Z,44.59644457,-110.5471962,120.9
1980-12-25T12:00:00Z,44.59644457,-110.5471962,126.1
1980-12-26T12:00:00Z,44.59644457,-110.5471962,122.6
1980-12-27T12:00:00Z,44.59644457,-110.5471962,118.2
1980-12-28T12:00:00Z,44.59644457,-110.5471962,118.2
1980-12-29T12:00:00Z,44.59644457,-110.5471962,118.2
1980-12-30T12:00:00Z,44.59644457,-110.5471962,118.2
1980-12-31T12:00:00Z,44.59644457,-110.5471962,118.2
1981-01-01T12:00:00Z,44.59644457,-110.5471962,118.2
1981-01-02T12:00:00Z,44.59644457,-110.5471962,118.2
1981-01-03T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-04T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-05T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-06T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-07T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-08T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-09T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-10T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-11T12:00:00Z,44.59644457,-110.5471962,118.7
1981-01-12T12:00:00Z,44.59644457,-110.5471962,119.8
1981-01-13T12:00:00Z,44.59644457,-110.5471962,120.2
1981-01-14T12:00:00Z,44.59644457,-110.5471962,120.2
1981-01-15T12:00:00Z,44.59644457,-110.5471962,120.2
1981-01-16T12:00:00Z,44.59644457,-110.5471962,120.2
1981-01-17T12:00:00Z,44.59644457,-110.5471962,121.5
1981-01-18T12:00:00Z,44.59644457,-110.5471962,121.9
1981-01-19T12:00:00Z,44.59644457,-110.5471962,121.9
1981-01-20T12:00:00Z,44.59644457,-110.5471962,121.9
1981-01-21T12:00:00Z,44.59644457,-110.5471962,121.9
1981-01-22T12:00:00Z,44.59644457,-110.5471962,121.9
1981-01-23T12:00:00Z,44.59644457,-110.5471962,122.7
1981-01-24T12:00:00Z,44.59644457,-110.5471962,129.4
1981-01-25T12:00:00Z,44.59644457,-110.5471962,130.3
1981-01-26T12:00:00Z,44.59644457,-110.5471962,132.1
1981-01-27T12:00:00Z,44.59644457,-110.5471962,132.9
1981-01-28T12:00:00Z,44.59644457,-110.5471962,137.6
1981-01-29T12:00:00Z,44.59644457,-110.5471962,139
1981-01-30T12:00:00Z,44.59644457,-110.5471962,144.3
1981-01-31T12:00:00Z,44.59644457,-110.5471962,149.9
1981-02-01T12:00:00Z,44.59644457,-110.5471962,150.3
1981-02-02T12:00:00Z,44.59644457,-110.5471962,150.3
1981-02-03T12:00:00Z,44.59644457,-110.5471962,150.3
1981-02-04T12:00:00Z,44.59644457,-110.5471962,150.3
1981-02-05T12:00:00Z,44.59644457,-110.5471962,150.3
1981-02-06T12:00:00Z,44.59644457,-110.5471962,153.9
1981-02-07T12:00:00Z,44.59644457,-110.5471962,155.1
1981-02-08T12:00:00Z,44.59644457,-110.5471962,170.3
1981-02-09T12:00:00Z,44.59644457,-110.5471962,176.4
1981-02-10T12:00:00Z,44.59644457,-110.5471962,176.8
1981-02-11T12:00:00Z,44.59644457,-110.5471962,179.2
1981-02-12T12:00:00Z,44.59644457,-110.5471962,185.4
1981-02-13T12:00:00Z,44.59644457,-110.5471962,187.2
1981-02-14T12:00:00Z,44.59644457,-110.5471962,194.1
1981-02-15T12:00:00Z,44.59644457,-110.5471962,194.1
